filename,width,height,class,label,interval,left,right,source
0193.jpg,432,288,N,1,295,56207,56502,MIT_BIH_ECG
0194.jpg,432,288,N,1,282,56502,56784,MIT_BIH_ECG
0195.jpg,432,288,N,1,271,56784,57055,MIT_BIH_ECG
0196.jpg,432,288,N,1,278,57055,57333,MIT_BIH_ECG
0197.jpg,432,288,N,1,282,57333,57615,MIT_BIH_ECG
0198.jpg,432,288,N,1,285,57615,57900,MIT_BIH_ECG
0199.jpg,432,288,N,1,292,57900,58192,MIT_BIH_ECG
0200.jpg,432,288,N,1,298,58192,58490,MIT_BIH_ECG
0201.jpg,432,288,N,1,298,58490,58788,MIT_BIH_ECG
0202.jpg,432,288,N,1,289,58788,59077,MIT_BIH_ECG
0203.jpg,432,288,N,1,277,59077,59354,MIT_BIH_ECG
0204.jpg,432,288,N,1,277,59354,59631,MIT_BIH_ECG
0205.jpg,432,288,N,1,288,59631,59919,MIT_BIH_ECG
0206.jpg,432,288,N,1,295,59919,60214,MIT_BIH_ECG
0207.jpg,432,288,N,1,301,60214,60515,MIT_BIH_ECG
0208.jpg,432,288,N,1,302,60515,60817,MIT_BIH_ECG
0209.jpg,432,288,N,1,288,60817,61105,MIT_BIH_ECG
0210.jpg,432,288,N,1,286,61105,61391,MIT_BIH_ECG
0211.jpg,432,288,N,1,289,61391,61680,MIT_BIH_ECG
0212.jpg,432,288,N,1,283,61680,61963,MIT_BIH_ECG
0213.jpg,432,288,N,1,284,61963,62247,MIT_BIH_ECG
0214.jpg,432,288,N,1,300,62247,62547,MIT_BIH_ECG
0215.jpg,432,288,N,1,305,62547,62852,MIT_BIH_ECG
0216.jpg,432,288,N,1,302,62852,63154,MIT_BIH_ECG
0217.jpg,432,288,N,1,284,63154,63438,MIT_BIH_ECG
0218.jpg,432,288,N,1,273,63438,63711,MIT_BIH_ECG
0219.jpg,432,288,N,1,287,63711,63998,MIT_BIH_ECG
0220.jpg,432,288,N,1,290,63998,64288,MIT_BIH_ECG
0221.jpg,432,288,N,1,293,64288,64581,MIT_BIH_ECG
0222.jpg,432,288,N,1,295,64581,64876,MIT_BIH_ECG
0223.jpg,432,288,N,1,298,64876,65174,MIT_BIH_ECG
0224.jpg,432,288,N,1,290,65174,65464,MIT_BIH_ECG
0225.jpg,432,288,N,1,286,65464,65750,MIT_BIH_ECG
0226.jpg,432,288,N,1,280,65750,66030,MIT_BIH_ECG
0227.jpg,432,288,N,1,277,66030,66307,MIT_BIH_ECG
0228.jpg,432,288,N,1,297,66307,66604,MIT_BIH_ECG
0229.jpg,432,288,N,1,188,66604,66792,MIT_BIH_ECG
0230.jpg,432,288,A_A,0,338,66792,67130,MIT_BIH_ECG
0231.jpg,432,288,N,1,304,67130,67434,MIT_BIH_ECG
0232.jpg,432,288,N,1,294,67434,67728,MIT_BIH_ECG
0233.jpg,432,288,N,1,279,67728,68007,MIT_BIH_ECG
0234.jpg,432,288,N,1,295,68007,68302,MIT_BIH_ECG
0235.jpg,432,288,N,1,292,68302,68594,MIT_BIH_ECG
0236.jpg,432,288,N,1,292,68594,68886,MIT_BIH_ECG
0237.jpg,432,288,N,1,305,68886,69191,MIT_BIH_ECG
0238.jpg,432,288,N,1,312,69191,69503,MIT_BIH_ECG
0239.jpg,432,288,N,1,293,69503,69796,MIT_BIH_ECG
0240.jpg,432,288,N,1,277,69796,70073,MIT_BIH_ECG
0241.jpg,432,288,N,1,284,70073,70357,MIT_BIH_ECG
0242.jpg,432,288,N,1,286,70357,70643,MIT_BIH_ECG
0243.jpg,432,288,N,1,298,70643,70941,MIT_BIH_ECG
0244.jpg,432,288,N,1,299,70941,71240,MIT_BIH_ECG
0245.jpg,432,288,N,1,299,71240,71539,MIT_BIH_ECG
0246.jpg,432,288,N,1,306,71539,71845,MIT_BIH_ECG
0247.jpg,432,288,N,1,293,71845,72138,MIT_BIH_ECG
0248.jpg,432,288,N,1,279,72138,72417,MIT_BIH_ECG
0249.jpg,432,288,N,1,286,72417,72703,MIT_BIH_ECG
0250.jpg,432,288,N,1,295,72703,72998,MIT_BIH_ECG
0251.jpg,432,288,N,1,303,72998,73301,MIT_BIH_ECG
0252.jpg,432,288,N,1,310,73301,73611,MIT_BIH_ECG
0253.jpg,432,288,N,1,300,73611,73911,MIT_BIH_ECG
0254.jpg,432,288,N,1,285,73911,74196,MIT_BIH_ECG
0255.jpg,432,288,N,1,287,74196,74483,MIT_BIH_ECG
0256.jpg,432,288,N,1,284,74483,74767,MIT_BIH_ECG
0257.jpg,432,288,N,1,219,74767,74986,MIT_BIH_ECG
0258.jpg,432,288,A_A,0,346,74986,75332,MIT_BIH_ECG
0259.jpg,432,288,N,1,300,75332,75632,MIT_BIH_ECG
0260.jpg,432,288,N,1,302,75632,75934,MIT_BIH_ECG
0261.jpg,432,288,N,1,299,75934,76233,MIT_BIH_ECG
0262.jpg,432,288,N,1,282,76233,76515,MIT_BIH_ECG
0263.jpg,432,288,N,1,270,76515,76785,MIT_BIH_ECG
0264.jpg,432,288,N,1,289,76785,77074,MIT_BIH_ECG
0265.jpg,432,288,N,1,292,77074,77366,MIT_BIH_ECG
0266.jpg,432,288,N,1,297,77366,77663,MIT_BIH_ECG
0267.jpg,432,288,N,1,291,77663,77954,MIT_BIH_ECG
0268.jpg,432,288,N,1,297,77954,78251,MIT_BIH_ECG
0269.jpg,432,288,N,1,288,78251,78539,MIT_BIH_ECG
0270.jpg,432,288,N,1,285,78539,78824,MIT_BIH_ECG
0271.jpg,432,288,N,1,276,78824,79100,MIT_BIH_ECG
0272.jpg,432,288,N,1,286,79100,79386,MIT_BIH_ECG
0273.jpg,432,288,N,1,303,79386,79689,MIT_BIH_ECG
0274.jpg,432,288,N,1,302,79689,79991,MIT_BIH_ECG
0275.jpg,432,288,N,1,299,79991,80290,MIT_BIH_ECG
0276.jpg,432,288,N,1,293,80290,80583,MIT_BIH_ECG
0277.jpg,432,288,N,1,285,80583,80868,MIT_BIH_ECG
0278.jpg,432,288,N,1,284,80868,81152,MIT_BIH_ECG
0279.jpg,432,288,N,1,287,81152,81439,MIT_BIH_ECG
0280.jpg,432,288,N,1,291,81439,81730,MIT_BIH_ECG
0281.jpg,432,288,N,1,300,81730,82030,MIT_BIH_ECG
0282.jpg,432,288,N,1,305,82030,82335,MIT_BIH_ECG
0283.jpg,432,288,N,1,301,82335,82636,MIT_BIH_ECG
0284.jpg,432,288,N,1,291,82636,82927,MIT_BIH_ECG
0285.jpg,432,288,N,1,282,82927,83209,MIT_BIH_ECG
0286.jpg,432,288,N,1,283,83209,83492,MIT_BIH_ECG
0287.jpg,432,288,N,1,302,83492,83794,MIT_BIH_ECG
0288.jpg,432,288,N,1,309,83794,84103,MIT_BIH_ECG
0289.jpg,432,288,N,1,304,84103,84407,MIT_BIH_ECG
0290.jpg,432,288,N,1,302,84407,84709,MIT_BIH_ECG
0291.jpg,432,288,N,1,301,84709,85010,MIT_BIH_ECG
0292.jpg,432,288,N,1,293,85010,85303,MIT_BIH_ECG
0293.jpg,432,288,N,1,277,85303,85580,MIT_BIH_ECG
0294.jpg,432,288,N,1,290,85580,85870,MIT_BIH_ECG
0295.jpg,432,288,N,1,301,85870,86171,MIT_BIH_ECG
0296.jpg,432,288,N,1,307,86171,86478,MIT_BIH_ECG
0297.jpg,432,288,N,1,302,86478,86780,MIT_BIH_ECG
0298.jpg,432,288,N,1,299,86780,87079,MIT_BIH_ECG
0299.jpg,432,288,N,1,285,87079,87364,MIT_BIH_ECG
0300.jpg,432,288,N,1,288,87364,87652,MIT_BIH_ECG
0301.jpg,432,288,N,1,289,87652,87941,MIT_BIH_ECG
0302.jpg,432,288,N,1,291,87941,88232,MIT_BIH_ECG
0303.jpg,432,288,N,1,298,88232,88530,MIT_BIH_ECG
0304.jpg,432,288,N,1,304,88530,88834,MIT_BIH_ECG
0305.jpg,432,288,N,1,301,88834,89135,MIT_BIH_ECG
0306.jpg,432,288,N,1,286,89135,89421,MIT_BIH_ECG
0307.jpg,432,288,N,1,282,89421,89703,MIT_BIH_ECG
0308.jpg,432,288,N,1,285,89703,89988,MIT_BIH_ECG
0309.jpg,432,288,N,1,298,89988,90286,MIT_BIH_ECG
0310.jpg,432,288,N,1,304,90286,90590,MIT_BIH_ECG
0311.jpg,432,288,N,1,295,90590,90885,MIT_BIH_ECG
0312.jpg,432,288,N,1,305,90885,91190,MIT_BIH_ECG
0313.jpg,432,288,N,1,291,91190,91481,MIT_BIH_ECG
0314.jpg,432,288,N,1,280,91481,91761,MIT_BIH_ECG
0315.jpg,432,288,N,1,285,91761,92046,MIT_BIH_ECG
0316.jpg,432,288,N,1,292,92046,92338,MIT_BIH_ECG
0317.jpg,432,288,N,1,295,92338,92633,MIT_BIH_ECG
0318.jpg,432,288,N,1,311,92633,92944,MIT_BIH_ECG
0319.jpg,432,288,N,1,302,92944,93246,MIT_BIH_ECG
0320.jpg,432,288,N,1,288,93246,93534,MIT_BIH_ECG
0321.jpg,432,288,N,1,290,93534,93824,MIT_BIH_ECG
0322.jpg,432,288,N,1,278,93824,94102,MIT_BIH_ECG
0323.jpg,432,288,N,1,293,94102,94395,MIT_BIH_ECG
0324.jpg,432,288,N,1,298,94395,94693,MIT_BIH_ECG
0325.jpg,432,288,N,1,303,94693,94996,MIT_BIH_ECG
0326.jpg,432,288,N,1,302,94996,95298,MIT_BIH_ECG
0327.jpg,432,288,N,1,308,95298,95606,MIT_BIH_ECG
0328.jpg,432,288,N,1,287,95606,95893,MIT_BIH_ECG
0329.jpg,432,288,N,1,278,95893,96171,MIT_BIH_ECG
0330.jpg,432,288,N,1,279,96171,96450,MIT_BIH_ECG
0331.jpg,432,288,N,1,296,96450,96746,MIT_BIH_ECG
0332.jpg,432,288,N,1,304,96746,97050,MIT_BIH_ECG
0333.jpg,432,288,N,1,298,97050,97348,MIT_BIH_ECG
0334.jpg,432,288,N,1,296,97348,97644,MIT_BIH_ECG
0335.jpg,432,288,N,1,292,97644,97936,MIT_BIH_ECG
0336.jpg,432,288,N,1,292,97936,98228,MIT_BIH_ECG
0337.jpg,432,288,N,1,280,98228,98508,MIT_BIH_ECG
0338.jpg,432,288,N,1,281,98508,98789,MIT_BIH_ECG
0339.jpg,432,288,N,1,295,98789,99084,MIT_BIH_ECG
0340.jpg,432,288,N,1,298,99084,99382,MIT_BIH_ECG
0341.jpg,432,288,N,1,197,99382,99579,MIT_BIH_ECG
0342.jpg,432,288,A_A,0,351,99579,99930,MIT_BIH_ECG
0343.jpg,432,288,N,1,288,99930,100218,MIT_BIH_ECG
0344.jpg,432,288,N,1,278,100218,100496,MIT_BIH_ECG
0345.jpg,432,288,N,1,285,100496,100781,MIT_BIH_ECG
0346.jpg,432,288,N,1,290,100781,101071,MIT_BIH_ECG
0347.jpg,432,288,N,1,290,101071,101361,MIT_BIH_ECG
0348.jpg,432,288,N,1,292,101361,101653,MIT_BIH_ECG
0349.jpg,432,288,N,1,288,101653,101941,MIT_BIH_ECG
0350.jpg,432,288,N,1,293,101941,102234,MIT_BIH_ECG
0351.jpg,432,288,N,1,282,102234,102516,MIT_BIH_ECG
0352.jpg,432,288,N,1,277,102516,102793,MIT_BIH_ECG
0353.jpg,432,288,N,1,281,102793,103074,MIT_BIH_ECG
0354.jpg,432,288,N,1,297,103074,103371,MIT_BIH_ECG
0355.jpg,432,288,N,1,298,103371,103669,MIT_BIH_ECG
0356.jpg,432,288,N,1,295,103669,103964,MIT_BIH_ECG
0357.jpg,432,288,N,1,297,103964,104261,MIT_BIH_ECG
0358.jpg,432,288,N,1,284,104261,104545,MIT_BIH_ECG
0359.jpg,432,288,N,1,285,104545,104830,MIT_BIH_ECG
0360.jpg,432,288,N,1,288,104830,105118,MIT_BIH_ECG
0361.jpg,432,288,N,1,289,105118,105407,MIT_BIH_ECG
0362.jpg,432,288,N,1,300,105407,105707,MIT_BIH_ECG
0363.jpg,432,288,N,1,308,105707,106015,MIT_BIH_ECG
0364.jpg,432,288,N,1,299,106015,106314,MIT_BIH_ECG
0365.jpg,432,288,N,1,286,106314,106600,MIT_BIH_ECG
0366.jpg,432,288,N,1,282,106600,106882,MIT_BIH_ECG
0367.jpg,432,288,N,1,277,106882,107159,MIT_BIH_ECG
0368.jpg,432,288,N,1,294,107159,107453,MIT_BIH_ECG
0369.jpg,432,288,N,1,297,107453,107750,MIT_BIH_ECG
0370.jpg,432,288,N,1,295,107750,108045,MIT_BIH_ECG
0371.jpg,432,288,N,1,297,108045,108342,MIT_BIH_ECG
0372.jpg,432,288,N,1,301,108342,108643,MIT_BIH_ECG
0373.jpg,432,288,N,1,283,108643,108926,MIT_BIH_ECG
0374.jpg,432,288,N,1,273,108926,109199,MIT_BIH_ECG
0375.jpg,432,288,N,1,287,109199,109486,MIT_BIH_ECG
0376.jpg,432,288,N,1,286,109486,109772,MIT_BIH_ECG
0377.jpg,432,288,N,1,304,109772,110076,MIT_BIH_ECG
0378.jpg,432,288,N,1,298,110076,110374,MIT_BIH_ECG
0379.jpg,432,288,N,1,299,110374,110673,MIT_BIH_ECG
0380.jpg,432,288,N,1,290,110673,110963,MIT_BIH_ECG
0381.jpg,432,288,N,1,281,110963,111244,MIT_BIH_ECG
0382.jpg,432,288,N,1,280,111244,111524,MIT_BIH_ECG
0383.jpg,432,288,N,1,286,111524,111810,MIT_BIH_ECG
0384.jpg,432,288,N,1,298,111810,112108,MIT_BIH_ECG
0385.jpg,432,288,N,1,297,112108,112405,MIT_BIH_ECG
0386.jpg,432,288,N,1,305,112405,112710,MIT_BIH_ECG
0387.jpg,432,288,N,1,290,112710,113000,MIT_BIH_ECG
0388.jpg,432,288,N,1,281,113000,113281,MIT_BIH_ECG
0389.jpg,432,288,N,1,281,113281,113562,MIT_BIH_ECG
0390.jpg,432,288,N,1,288,113562,113850,MIT_BIH_ECG
0391.jpg,432,288,N,1,292,113850,114142,MIT_BIH_ECG
0392.jpg,432,288,N,1,286,114142,114428,MIT_BIH_ECG
0393.jpg,432,288,N,1,288,114428,114716,MIT_BIH_ECG
0394.jpg,432,288,N,1,284,114716,115000,MIT_BIH_ECG
0395.jpg,432,288,N,1,280,115000,115280,MIT_BIH_ECG
0396.jpg,432,288,N,1,267,115280,115547,MIT_BIH_ECG
0397.jpg,432,288,N,1,268,115547,115815,MIT_BIH_ECG
